Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
220,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),2960,2,1991,Female,29,2022-08-31
221,7 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5570,2,1995,Male,27,2022-01-29
222,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2481,2,1989,Male,29,2022-11-26
223,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2238,3,1984,Male,26,2022-01-25
224,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5561,3,1988,Male,29,2022-09-28
225,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,3,1978,Male,26,2022-03-20
226,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,2,1992,Male,26,2022-02-05
227,26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,2,1987,Female,27,2022-12-21
228,7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,2,1986,Female,26,2022-10-10
229,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,3,1994,Female,27,2022-03-29
230,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,1,1979,Male,29,2022-09-21
231,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,2,1991,Male,27,2022-08-29
232,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,2,1984,Male,29,2022-12-05
233,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,2,1986,Male,26,2022-01-29
234,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,2,1984,Male,29,2022-11-15
235,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,2,1979,Male,27,2022-04-24
236,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,3,1976,Other,27,2022-07-19
237,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,2,1992,Male,29,2022-11-10
238,9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,2,1989,Male,29,2022-06-29
239,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,2,1989,Male,26,2022-06-02
240,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,1,1999,Male,27,2022-03-29
241,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,2,1993,Female,27,2022-09-04
242,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,3,1984,Male,29,2022-08-20
243,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,2,1989,Male,26,2022-06-12
244,19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,3,1982,Male,27,2022-07-23
245,9 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,2,1990,Other,27,2022-09-04
246,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,2,1992,Female,29,2022-12-12
247,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,3,1992,Male,29,2022-04-21
248,11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,3,1982,Male,26,2022-09-11
249,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,3,1983,Male,26,2022-08-30
250,5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,1,1960,Male,27,2022-10-09
251,10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,2,1984,Female,27,2022-11-15
252,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,1,1985,Male,29,2022-10-15
253,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,2,1995,Female,27,2022-09-11
254,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,2,1987,Male,26,2022-09-25
255,26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,2,1986,Male,26,2022-02-25
256,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,3,1980,Male,26,2022-04-04
257,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,3,1991,Male,29,2022-08-03
258,6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,1,1981,Male,27,2022-11-09
259,14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,3,1988,Male,29,2022-12-27
260,15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,1,1988,Female,27,2022-10-18
261,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,3,1991,Female,26,2022-11-20
262,7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,2,1995,Male,26,2022-12-19
263,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,2,1987,Female,27,2022-02-20
264,15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,1,1983,Male,29,2022-05-28
265,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,1,1992,Male,26,2022-12-20
266,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,2,1980,Male,26,2022-04-25
267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,2,1983,Male,27,2022-01-16
268,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,1,1982,Female,29,2022-11-02
269,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,3,1989,Male,29,2022-08-30
270,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,1,1986,Male,26,2022-07-17
271,15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,3,1973,Male,26,2022-02-13
272,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,1,1979,Male,27,2022-09-05
273,10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,2,1988,Male,26,2022-09-15
274,19 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,3,1988,Male,26,2022-12-26
275,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,3,1992,Female,29,2022-12-01
276,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,2,1985,Male,26,2022-05-29
277,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,2,1994,Female,26,2022-08-24
278,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,1,1990,Male,26,2022-09-23
279,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,1,1986,Male,29,2022-01-23
280,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,1,1996,Male,27,2022-10-10
281,40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,2,1993,Male,27,2022-01-09
282,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,3,1987,Male,26,2022-03-17
283,15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,3,1983,Male,29,2022-12-08
284,12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,1,1978,Female,26,2022-09-09
285,14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,3,1994,Male,29,2022-04-12
286,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,2,1965,Male,29,2022-05-04
287,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,2,1990,Male,26,2025-06-26
288,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,2,1986,Male,27,2022-12-13
289,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,2,1984,Male,26,2022-12-29
290,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,1,1988,Male,29,2022-06-22
291,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,3,1988,Male,27,2022-01-23
292,24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,3,1988,Male,29,2022-12-11
293,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,2,1988,Male,29,2022-07-14
294,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,2,1985,Female,29,2022-12-31
295,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,2,1982,Female,26,2022-09-27
296,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,2,1972,Male,27,2022-05-02
297,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,3,1978,Male,27,2022-03-26
298,15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,2,1988,Male,29,2022-07-01
299,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,2,1967,Male,27,2022-07-02
300,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,2,1990,Female,26,2022-01-30
301,26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,2,1994,Female,26,2022-10-14
302,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,2,1990,Male,29,2022-03-31
303,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,2,1972,Male,26,2022-08-23
304,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,2,1994,Male,29,2022-11-03
305,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,3,1979,Male,26,2022-07-21
306,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,1,1990,Male,26,2022-05-25
307,20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,3,1986,Male,26,2022-02-12
308,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,1,1990,Female,26,2022-10-14
309,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,2,1995,Male,27,2022-07-28
310,16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,2,1973,Female,26,2022-01-30
311,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,3,1996,Male,29,2022-02-01
312,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,2,1992,Male,29,2022-11-20
313,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,2,1974,Male,29,2022-04-09
314,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,1,1981,Male,26,2022-08-14
315,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,2,1987,Male,29,2022-08-30
316,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,1,1984,Female,29,2022-12-21
317,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,1,1976,Male,26,2022-01-31
318,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,3,1988,Female,27,2022-03-07
319,21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,3,1990,Female,29,2022-10-11
320,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,1,1974,Male,27,2022-05-12
321,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,2,1989,Male,27,2022-11-11
322,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,1,1992,Male,27,2022-05-19
323,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,2,1986,Male,29,2022-07-24
324,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,2,1996,Male,26,2022-10-04
325,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,2,1991,Male,26,2022-04-18
326,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,2,1962,Male,27,2022-10-19
327,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,1,1990,Female,29,2022-09-06
328,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,2,1982,Male,26,2022-10-29
329,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,2,1983,Male,27,2022-09-26
330,10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,3,1993,Male,26,2022-05-09
331,11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,3,1994,Male,29,2022-04-26
332,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,1,1979,Male,26,2022-08-24
333,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,2,1994,Male,29,2022-01-11
334,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,2,1969,Female,27,2022-10-24
335,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,1,1958,Male,26,2022-10-25
336,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,1,1990,Male,26,2022-12-18
337,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,2,1992,Male,27,2022-03-06
338,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,2,1968,Male,27,2022-03-22
339,24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,3,1969,Male,27,2022-08-02
340,14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,3,1981,Male,26,2022-05-28
341,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,1,1973,Female,27,2022-02-16
342,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,3,1982,Male,27,2022-03-25
343,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,1,1992,Male,27,2022-08-12
344,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,2,1992,Male,27,2022-04-27
345,25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,2,1996,Female,26,2022-09-13
346,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,2,1957,Male,26,2022-10-04
347,23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,2,1989,Male,27,2022-11-13
348,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,1,1987,Male,27,2022-05-14
349,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,2,1988,Other,29,2022-02-21
350,28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,2,1974,Male,27,2022-05-04
351,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,3,1985,Male,27,2022-06-03
352,15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),903,2,1989,Female,29,2022-07-19
353,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4453,1,1986,Male,29,2022-07-07
354,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,5298,2,1991,Male,29,2022-11-03
355,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4759,1,1985,Male,27,2022-11-21
356,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,4657,2,1985,Female,29,2022-10-21
357,5 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4767,2,1991,Male,29,2022-09-06
358,12 minutes,81,Berry St at 4th St,58,Market St at 10th St,4390,3,1994,Male,26,2022-09-22
359,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5396,1,1995,Male,29,2022-09-07
360,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5011,1,1991,Male,29,2022-05-14
361,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2584,1,1992,Male,26,2022-11-05
362,12 minutes,16,Steuart St at Market St,34,Father Alfred E Boeddeker Park,5532,2,1991,Female,29,2022-09-25
363,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5122,2,1994,Male,27,2022-07-20
364,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5265,2,1984,Male,26,2022-02-27
365,15 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5274,1,1988,Male,27,2022-04-26
366,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4414,1,1981,Male,26,2022-04-06
367,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,5534,1,1986,Male,29,2022-05-23
368,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),355,2,1972,Male,26,2022-08-19
369,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5366,1,1979,Male,29,2022-02-23
370,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,4456,3,1987,Male,29,2022-08-01
371,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1533,2,1984,Male,26,2022-01-05
372,8 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3226,1,1990,Female,29,2022-09-05
